251	302
223	303
194	303
149	297
119	280
116	272
110	260
108	248
114	228
126	206
129	190
123	184
108	152
97	134
86	100
77	86
131	184
130	166
139	144
147	124
152	106
149	98
147	92
139	80
132	72
129	66
156	101
160	97
170	87
178	79
186	73
102	278
79	265
47	236
20	202
6	160
6	124
16	98
23	86
22	80
25	68
21	60
25	46
22	32
33	79
41	74
53	67
67	60
83	50
88	43
99	29
107	20
115	41
155	27
195	15
231	5
