129	252
132	264
138	282
141	290
149	302
138	313
117	307
99	302
48	277
28	258
19	234
21	230
34	198
77	177
101	161
123	135
16	230
13	222
9	202
7	178
8	162
13	155
23	137
33	127
47	105
59	94
4	130
7	102
16	72
36	38
63	4
153	300
158	295
163	287
172	263
175	237
176	221
179	205
182	195
179	189
188	170
187	156
185	146
188	130
197	182
206	172
215	136
219	108
237	87
238	79
235	66
245	88
248	80
262	60
270	36
274	16
